search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
nintendo switch 2,/watch?v=BSuht8GVZAI&pp=ygURbmludGVuZG8gc3dpdGNoIDLSBwkJhwoBhyohjO8%3D,/@PlainrockVlogs,PlainrockVlogs,THE SWITCH 2 PRE-ORDER & LAUNCH EXPERIENCE,236K views,4 months ago,Operation Ragebait (ft. Scott The Woz) against his will. Bored Smashing - NINTENDO SWITCH 2 ...,2026-01-22 06:42:38.788847
nintendo switch 2,/watch?v=jQdUfp4GWVY&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@SunbroNation,Sunbro Nation,BIG New Nintendo Switch 2 News Just Dropped!,40K views,12 days ago,nintendoswitch2 ​​​#nintendoswitchonline ​#nintendo #switch2 Join me as we discuss all the newest Nintendo Switch 2 news ...,2026-01-22 06:42:38.790197
nintendo switch 2,/watch?v=uhv8wosxx1w&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@NintendoAmerica,Nintendo of America,Fallout 4 Anniversary Edition – Teaser Trailer – Nintendo Switch 2,245K views,2 months ago,"Heads up, Red! The Fallout 4 Anniversary Edition is headed to Nintendo Switch 2 in 2026. It's been ten years since players first ...",2026-01-22 06:42:38.791018
nintendo switch 2,/watch?v=EdAGfu74kS4&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@RussVandy,Russ Vandy,How BROKEN Is Minecraft On Nintendo Switch 2,502K views,6 months ago,"Minecraft On Nintendo Switch 2 is Wild... Want your name at the end of a video?   (and a lot more other perks... seriously, ...",2026-01-22 06:42:38.791991
nintendo switch 2,/watch?v=zq6c8pt7M6Q&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@NintyPrime,Nintendo Prime,"""Nintendo Switch 2 is Failing"" | Stop it, Get Some Help",9.5K views,12 days ago,We're giving away 3 copies of Final Fantasy 7 Remake Intergrade for Switch 2! Enter here: http://bit.ly/4ifiMAo ...,2026-01-22 06:42:38.792831
nintendo switch 2,/watch?v=Dvel1pby-IA&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@SunbroNation,Sunbro Nation,Nintendo Switch 2 Games Just Got A BIG Update,19K views,1 month ago,nintendoswitch2 ​​​#nintendoswitchonline ​#nintendo #switch2 Join me as we discuss all the newest Nintendo Switch 2 news ...,2026-01-22 06:42:38.793554
nintendo switch 2,/watch?v=R-m4g53BhDI&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@NintendoAU,NintendoAU,"All Together, Anytime, Anywhere - Nintendo Switch 2",149K views,8 months ago,"Andy Lee takes to the track with mates Patrick Cripps and Marcus Bontempelli in Mario Kart World. Chat, share and hang out ...",2026-01-22 06:42:38.794201
nintendo switch 2,/watch?v=kJc1V2tGFnw&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@SkilawIA,Skilaw IA,Nintendo Switch 2 – First-look trailer but it's ruined by AI,523K views,1 year ago,MERCH ▻ https://skilaw-ai.myspreadshop.com/ . Trailer 2 ruined by AI: https://youtu.be/dEmnilDGyrs Follow my main channel for ...,2026-01-22 06:42:38.794795
nintendo switch 2,/watch?v=_5hSp3pHHjg&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@Mrwhosetheboss,Mrwhosetheboss,Nintendo Switch 2 Hands on - Hidden Costs!,4.7M views,9 months ago,"Nintendo Switch 2 Hands-on Impressions! Testing Mario kart World, Donkey Kong, Cyberpunk and a lot more to find out, is it ...",2026-01-22 06:42:38.795502
nintendo switch 2,/watch?v=au0V4gFMPoo&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@Playeressence,PlayerEssence,NEW Nintendo Switch 2 Model Leak...,7.9K views,5 days ago,Nintendo Switch 2 could be getting a new model and Switch 2 sales expode in Japan. #nintendoswitch2 #nintendo ▷ Subscribe ...,2026-01-22 06:42:38.796220
nintendo switch 2,/watch?v=nV726g6w1UM&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@MichaelsWorldOfficial,Michael's World,I Can't Believe I Got the NEW Nintendo Switch 2!!,54K views,4 weeks ago,I got the new Nintendo Switch 2 and I seriously love it. Anyone else a huge fan of this new device?? #nintendoswitch2 ...,2026-01-22 06:42:38.796948
nintendo switch 2,/watch?v=tkI0Ay7t3c8&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@SwitchPlanet,SwitchPlanet,10 Upcoming Nintendo Switch 2 Games You NEED to See in 2026,38K views,4 months ago,"The Nintendo Switch 2 is really starting to hit its stride, and 2026 is shaping up to be a stacked year. Let's check out 10 best games ...",2026-01-22 06:42:38.797941
nintendo switch 2,/watch?v=vrP1N-KE1V0&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@BeatEmUps,BeatEmUps,The BEST Nintendo Switch 2 Accessories YOU Can BUY!,324K views,3 months ago,The ULTIMATE Guide to Nintendo Switch 2 Accessories WORTH BUYING! | Sign up for the #TokyoTreat ...,2026-01-22 06:42:38.798683
nintendo switch 2,/watch?v=neDtGIHNs4I&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@GregsWorld,Greg's World,We Got the Nintendo Switch 2 On Release Day,790K views,7 months ago,"Our Nintendo Switch 2 preorder from Walmart arrives first thing in the morning and we go right into the unboxing, setup, and ...",2026-01-22 06:42:38.799401
nintendo switch 2,/watch?v=nxD60hJ4I-Y&pp=ygURbmludGVuZG8gc3dpdGNoIDI%3D,/@NintendoAU,NintendoAU,Better together – Nintendo Switch 2,315K views,4 months ago,"Nintendo Australia is your home for the latest news, games, and updates! Subscribe for more Nintendo fun!",2026-01-22 06:42:38.800006
